,match_id,mainPlayer,player2,player3,player4,player5,player6,player7,player8,player9,player10,average_kills-mainPlayer,average_kills-player2,average_kills-player3,average_kills-player4,average_kills-player5,average_kills-player6,average_kills-player7,average_kills-player8,average_kills-player9,average_kills-player10,average_deaths-mainPlayer,average_deaths-player2,average_deaths-player3,average_deaths-player4,average_deaths-player5,average_deaths-player6,average_deaths-player7,average_deaths-player8,average_deaths-player9,average_deaths-player10,average_assists-mainPlayer,average_assists-player2,average_assists-player3,average_assists-player4,average_assists-player5,average_assists-player6,average_assists-player7,average_assists-player8,average_assists-player9,average_assists-player10,win
0,EUN1_3321814596,SnWOIKePNZ3qln9TUy3Fux7KhfxvZZn6d_xgic2jziA2MRDHrhuk0sADIro9aztRH51Bg1ltxQZKTA,Y4gVLj7WgfBDPsJXmjZ7nMy4Tcl1Mw2c_hW3n93UKYxgH5gUF41h2V2EVIhm9jbNGxCE1fswNLCbUQ,DsfbVY55gsBCH_wADivK-NsBBDjf5An9E6atgjj17ldO2oqxGlmj1Gd1Oz8Sd5IrIa5m8Sf-9xQXHQ,aOIT4deUIA9krO0Y_Pbejn3OrIVFCOcQefv4Jim-5-RC3R0dmHNrd0uJhBX-nxeLQ9s6ebzCTwBIZg,7MzL10mUkBYEwbvHf5phcdUvDO2K4FPb0Fq21Oq59hWCgm2lGpp_Z3seiZsLNVkpPwYLGs5hlIXOBQ,9uE6VNqiBx8OaWJ5v5E10af-q-sgcZBlnEPaoW87MTRZntiSarXzGJdunlVTtp0p3txIf7WV-97bwg,vbEgG8cyOAIRWi7yqe0dQa8oz27b0ke-SQuCS0qyzgbirf2qavr7cecHtkC6tQrFeoMamKeLTKyaMQ,AbvvRTyLY-eE9LuRpG6RbbaAmYGM03iUDHOt6v8lPzj9fIODusC7mxXIyG4RFXxmfl4Zc-jNYmM7YQ,T45wQaSOmgjGyx6thM_5NqQPJ-vcs0I33CooFX1b4tieqLGb8gsKAdGKMlS74ccRNIf_7tkwur2TPw,xKkamFA9ysY6dCEvcTCSkAeCl2I0LFqLDhMxvSPJS3q-JRXa64rc5UlFJ9mV338APusxaJodwh3UoQ,6.3,9.2,9.6,9.8,0.7,8.1,11.2,6.8,7.2,2.7,4.5,9.0,6.3,6.7,6.1,5.8,7.3,6.4,6.1,7.3,6.0,13.4,9.3,9.8,13.0,8.1,6.2,3.6,6.7,12.2,0
